user_id,signup_date,user_segment,state,age_group,tenure_days
USR004270,2024-09-06,Frequent,Karnataka,35-44,721
USR004271,2024-11-14,Power,West Bengal,35-44,652
USR004272,2025-02-06,Frequent,Rajasthan,25-34,568
USR004273,2025-09-22,New,Gujarat,25-34,340
USR004274,2024-07-12,Occasional,Maharashtra,25-34,777
USR004275,2026-04-14,Occasional,Telangana,18-24,136
USR004276,2025-06-14,Frequent,Uttar Pradesh,45-59,440
USR004277,2025-04-05,Frequent,Delhi,25-34,510
USR004278,2023-04-09,Frequent,Tamil Nadu,25-34,1237
USR004279,2024-09-04,Frequent,Karnataka,18-24,723
USR004280,2023-11-10,Frequent,Gujarat,25-34,1022
USR004281,2023-11-11,Power,Gujarat,35-44,1021
USR004282,2023-12-16,Power,Gujarat,45-59,986
USR004283,2024-03-21,Frequent,Maharashtra,25-34,890
USR004284,2025-07-18,Occasional,Gujarat,25-34,406
USR004285,2023-07-02,Power,Telangana,18-24,1153
USR004286,2024-06-16,Occasional,Haryana,25-34,803
USR004287,2025-09-05,Frequent,Uttar Pradesh,18-24,357
USR004288,2025-03-20,New,Rajasthan,25-34,526
USR004289,2023-02-15,Power,Gujarat,18-24,1290
USR004290,2026-02-26,Frequent,Karnataka,25-34,183
USR004291,2023-05-13,Frequent,Gujarat,25-34,1203
USR004292,2023-11-10,Frequent,Uttar Pradesh,18-24,1022
USR004293,2024-09-20,Frequent,Delhi,25-34,707
USR004294,2023-07-25,Occasional,Uttar Pradesh,25-34,1130
USR004295,2023-12-31,Frequent,Tamil Nadu,25-34,971
USR004296,2024-11-19,Frequent,West Bengal,18-24,647
USR004297,2025-06-30,Occasional,Telangana,35-44,424
USR004298,2026-04-07,Power,West Bengal,18-24,143
USR004299,2024-10-29,Occasional,Haryana,18-24,668
USR004300,2024-03-06,Frequent,Uttar Pradesh,18-24,905
USR004301,2025-06-03,Frequent,West Bengal,18-24,451
USR004302,2025-04-20,Power,Delhi,45-59,495
USR004303,2023-01-06,Power,Uttar Pradesh,35-44,1330
USR004304,2023-04-21,Frequent,Tamil Nadu,18-24,1225
USR004305,2023-08-19,Occasional,Gujarat,25-34,1105
USR004306,2025-08-13,New,Maharashtra,25-34,380
USR004307,2023-08-13,New,Gujarat,25-34,1111
USR004308,2025-08-04,Frequent,Tamil Nadu,35-44,389
USR004309,2024-06-22,Occasional,Karnataka,35-44,797
USR004310,2024-06-21,Frequent,West Bengal,18-24,798
USR004311,2024-12-22,Power,West Bengal,45-59,614
USR004312,2024-11-20,Occasional,Karnataka,18-24,646
USR004313,2024-07-07,Frequent,West Bengal,25-34,782
USR004314,2025-03-16,Frequent,Gujarat,25-34,530
USR004315,2024-10-05,Occasional,Delhi,25-34,692
USR004316,2025-02-02,Occasional,Maharashtra,35-44,572
USR004317,2026-04-07,Frequent,Gujarat,25-34,143
USR004318,2024-09-09,Power,Gujarat,45-59,718
USR004319,2023-07-20,Frequent,Telangana,18-24,1135
USR004320,2025-12-23,Frequent,Uttar Pradesh,25-34,248
USR004321,2023-08-29,Frequent,Telangana,18-24,1095
USR004322,2024-03-13,Frequent,Uttar Pradesh,25-34,898
USR004323,2024-09-07,New,Karnataka,18-24,720
USR004324,2025-06-29,Frequent,Karnataka,18-24,425
USR004325,2025-10-06,Frequent,West Bengal,35-44,326
USR004326,2024-05-17,Power,Karnataka,25-34,833
USR004327,2024-10-16,Frequent,Maharashtra,25-34,681
USR004328,2024-03-19,Frequent,Uttar Pradesh,25-34,892
USR004329,2025-04-04,New,West Bengal,18-24,511
USR004330,2025-03-06,New,Karnataka,25-34,540
USR004331,2023-03-05,Frequent,Maharashtra,35-44,1272
USR004332,2025-06-16,Frequent,Telangana,25-34,438
USR004333,2024-07-06,Frequent,West Bengal,25-34,783
USR004334,2023-12-31,Power,Gujarat,25-34,971
USR004335,2023-07-20,Occasional,Delhi,18-24,1135
USR004336,2025-01-17,Frequent,Tamil Nadu,25-34,588
USR004337,2026-04-13,Occasional,Telangana,25-34,137
USR004338,2024-12-23,Power,Telangana,25-34,613
USR004339,2024-05-06,Occasional,Gujarat,35-44,844
USR004340,2025-04-14,New,Maharashtra,25-34,501
USR004341,2023-09-30,Frequent,Tamil Nadu,18-24,1063
USR004342,2023-06-24,Power,Tamil Nadu,35-44,1161
USR004343,2023-08-07,Frequent,Haryana,18-24,1117
USR004344,2024-07-11,Occasional,Haryana,25-34,778
USR004345,2024-09-26,Occasional,Uttar Pradesh,60+,701
USR004346,2024-04-09,Occasional,Tamil Nadu,25-34,871
USR004347,2026-03-08,Occasional,Karnataka,45-59,173
USR004348,2024-07-02,Frequent,Maharashtra,18-24,787
USR004349,2023-01-23,Frequent,West Bengal,25-34,1313
USR004350,2024-04-12,Power,Telangana,35-44,868
USR004351,2026-02-22,Power,Telangana,35-44,187
USR004352,2025-11-17,Occasional,Gujarat,18-24,284
USR004353,2025-04-30,Occasional,West Bengal,35-44,485
USR004354,2024-06-25,Frequent,Karnataka,18-24,794
USR004355,2025-11-03,Power,Rajasthan,25-34,298
USR004356,2026-04-09,New,Delhi,25-34,141
USR004357,2024-02-06,Frequent,Delhi,18-24,934
USR004358,2023-12-07,Occasional,Delhi,35-44,995
USR004359,2023-06-19,Power,Haryana,25-34,1166
USR004360,2026-01-24,Frequent,Delhi,35-44,216
USR004361,2024-09-18,Occasional,Gujarat,25-34,709
USR004362,2024-06-24,Frequent,Uttar Pradesh,25-34,795
USR004363,2025-02-01,Frequent,Delhi,25-34,573
USR004364,2024-10-11,Occasional,Karnataka,18-24,686
USR004365,2023-07-19,Frequent,Rajasthan,25-34,1136
USR004366,2024-12-02,New,Telangana,45-59,634
USR004367,2024-01-20,Frequent,Maharashtra,25-34,951
USR004368,2023-10-23,New,Rajasthan,35-44,1040
USR004369,2026-01-10,New,Haryana,18-24,230
USR004370,2025-05-28,Frequent,Karnataka,25-34,457
USR004371,2024-07-26,Power,Karnataka,18-24,763
USR004372,2023-10-03,Occasional,Karnataka,18-24,1060
USR004373,2025-12-05,Occasional,Tamil Nadu,25-34,266
USR004374,2023-05-03,Power,Karnataka,18-24,1213
USR004375,2023-12-13,Frequent,Telangana,18-24,989
USR004376,2023-01-04,Frequent,Telangana,45-59,1332
USR004377,2025-08-17,Power,Maharashtra,35-44,376
USR004378,2023-01-22,Power,West Bengal,25-34,1314
USR004379,2026-01-18,Occasional,West Bengal,25-34,222
USR004380,2025-02-03,New,Telangana,25-34,571
USR004381,2023-05-15,Frequent,Delhi,45-59,1201
USR004382,2025-10-18,New,Uttar Pradesh,25-34,314
USR004383,2025-11-23,Occasional,Maharashtra,25-34,278
USR004384,2023-07-30,Frequent,Haryana,18-24,1125
USR004385,2024-04-08,Power,Delhi,25-34,872
USR004386,2024-09-01,Frequent,Telangana,18-24,726
USR004387,2025-05-29,Frequent,Karnataka,25-34,456
USR004388,2023-06-20,Occasional,Gujarat,35-44,1165
USR004389,2024-04-17,Frequent,Maharashtra,25-34,863
USR004390,2024-05-27,Frequent,Haryana,18-24,823
USR004391,2026-03-02,Frequent,West Bengal,25-34,179
USR004392,2024-04-14,Occasional,Gujarat,35-44,866
USR004393,2023-08-23,Frequent,Haryana,25-34,1101
USR004394,2023-04-19,New,Karnataka,35-44,1227
USR004395,2025-02-04,Frequent,Karnataka,18-24,570
USR004396,2026-01-20,New,Telangana,25-34,220
USR004397,2023-01-23,Frequent,Delhi,18-24,1313
USR004398,2024-11-11,Power,Karnataka,25-34,655
USR004399,2025-03-26,Frequent,Gujarat,45-59,520
USR004400,2025-04-02,Frequent,Delhi,18-24,513
USR004401,2025-05-17,Frequent,Maharashtra,25-34,468
USR004402,2025-11-10,Frequent,Uttar Pradesh,25-34,291
USR004403,2023-10-17,Power,Haryana,18-24,1046
USR004404,2025-01-23,Frequent,Rajasthan,35-44,582
USR004405,2024-01-29,Frequent,Haryana,25-34,942
USR004406,2023-01-09,Occasional,West Bengal,18-24,1327
USR004407,2024-10-30,Power,West Bengal,25-34,667
USR004408,2024-06-03,Occasional,Tamil Nadu,35-44,816
USR004409,2024-12-07,New,Delhi,35-44,629
USR004410,2024-09-15,New,Karnataka,18-24,712
USR004411,2026-01-17,Occasional,Karnataka,25-34,223
USR004412,2025-01-22,Frequent,Haryana,35-44,583
USR004413,2026-03-05,Frequent,Tamil Nadu,25-34,176
USR004414,2025-07-18,New,West Bengal,18-24,406
USR004415,2025-09-22,Frequent,Tamil Nadu,18-24,340
USR004416,2025-04-21,Frequent,Maharashtra,45-59,494
USR004417,2024-09-13,New,Uttar Pradesh,45-59,714
USR004418,2025-02-21,New,Karnataka,45-59,553
USR004419,2024-06-02,Frequent,Tamil Nadu,35-44,817
USR004420,2026-02-11,Frequent,Tamil Nadu,18-24,198
USR004421,2025-02-27,Frequent,Karnataka,35-44,547
USR004422,2025-07-17,Frequent,Telangana,25-34,407
USR004423,2025-06-11,Power,Maharashtra,25-34,443
USR004424,2024-04-04,Occasional,Haryana,35-44,876
USR004425,2025-07-20,Frequent,Tamil Nadu,35-44,404
USR004426,2025-08-25,Frequent,Maharashtra,18-24,368
USR004427,2023-12-29,Occasional,Telangana,35-44,973
USR004428,2025-07-13,Occasional,West Bengal,45-59,411
USR004429,2024-06-24,Power,Gujarat,18-24,795
USR004430,2023-01-01,Occasional,Uttar Pradesh,45-59,1335
USR004431,2023-03-30,Frequent,West Bengal,35-44,1247
USR004432,2024-03-20,Power,Rajasthan,18-24,891
USR004433,2024-12-06,Occasional,Gujarat,35-44,630
USR004434,2023-11-29,Frequent,West Bengal,25-34,1003
USR004435,2026-04-10,Power,Gujarat,35-44,140
USR004436,2024-09-04,Power,Telangana,35-44,723
USR004437,2023-08-04,New,West Bengal,45-59,1120
USR004438,2026-03-25,Frequent,Uttar Pradesh,45-59,156
USR004439,2025-01-11,Occasional,Gujarat,25-34,594
USR004440,2025-08-02,New,Haryana,35-44,391
USR004441,2023-11-07,Occasional,Haryana,18-24,1025
USR004442,2025-11-04,Occasional,Maharashtra,35-44,297
USR004443,2026-04-02,New,Rajasthan,18-24,148
USR004444,2025-02-17,Frequent,Gujarat,35-44,557
USR004445,2023-01-24,Power,Telangana,35-44,1312
USR004446,2024-01-08,Power,Telangana,18-24,963
USR004447,2025-11-29,New,Telangana,35-44,272
USR004448,2025-09-02,New,West Bengal,45-59,360
USR004449,2025-07-23,Occasional,Gujarat,25-34,401
USR004450,2024-02-25,Frequent,Telangana,18-24,915
USR004451,2024-04-01,Frequent,Haryana,18-24,879
USR004452,2025-06-28,New,Karnataka,18-24,426
USR004453,2025-06-15,Frequent,Gujarat,18-24,439
USR004454,2026-02-08,Frequent,Delhi,18-24,201
USR004455,2023-03-08,Occasional,Delhi,18-24,1269
USR004456,2023-12-02,Occasional,Tamil Nadu,18-24,1000
USR004457,2023-10-21,Occasional,Haryana,45-59,1042
USR004458,2024-05-31,Occasional,Maharashtra,35-44,819
USR004459,2023-02-26,Power,Telangana,25-34,1279
USR004460,2024-06-13,Frequent,Maharashtra,25-34,806
USR004461,2024-12-05,Frequent,Tamil Nadu,25-34,631
USR004462,2026-01-06,Power,Gujarat,35-44,234
USR004463,2024-09-17,New,Rajasthan,25-34,710
USR004464,2025-09-14,Frequent,Maharashtra,18-24,348
USR004465,2025-02-22,Power,Uttar Pradesh,18-24,552
USR004466,2026-02-12,Occasional,Rajasthan,25-34,197
USR004467,2024-11-28,Occasional,Karnataka,45-59,638
USR004468,2025-12-01,Frequent,Uttar Pradesh,18-24,270
USR004469,2024-12-17,Power,Delhi,25-34,619
USR004470,2023-01-14,Occasional,West Bengal,25-34,1322
USR004471,2024-09-11,Power,Gujarat,25-34,716
USR004472,2023-03-03,Frequent,Telangana,25-34,1274
USR004473,2025-07-03,Frequent,Maharashtra,25-34,421
USR004474,2023-03-28,Occasional,Haryana,45-59,1249
USR004475,2023-12-12,New,Karnataka,45-59,990
USR004476,2023-03-12,Power,Karnataka,25-34,1265
USR004477,2024-10-29,Frequent,Telangana,45-59,668
USR004478,2026-03-27,Frequent,Rajasthan,35-44,154
USR004479,2026-03-04,Frequent,West Bengal,18-24,177
USR004480,2025-11-29,Frequent,Karnataka,18-24,272
USR004481,2023-11-19,Power,Haryana,25-34,1013
USR004482,2025-04-17,Occasional,Karnataka,25-34,498
USR004483,2026-03-28,Occasional,Uttar Pradesh,18-24,153
USR004484,2023-01-18,Occasional,Delhi,25-34,1318
USR004485,2025-11-03,New,Maharashtra,18-24,298
USR004486,2023-06-10,Frequent,Delhi,25-34,1175
USR004487,2024-10-01,Occasional,Karnataka,18-24,696
USR004488,2023-02-13,New,Delhi,35-44,1292
USR004489,2023-01-08,New,West Bengal,25-34,1328
USR004490,2025-01-20,Power,Karnataka,25-34,585
USR004491,2025-12-21,Frequent,Delhi,25-34,250
USR004492,2023-05-20,New,Uttar Pradesh,25-34,1196
USR004493,2023-09-27,Power,Gujarat,25-34,1066
USR004494,2023-02-06,Frequent,Gujarat,18-24,1299
USR004495,2026-03-15,Occasional,Uttar Pradesh,18-24,166
USR004496,2023-04-15,Occasional,Telangana,18-24,1231
USR004497,2025-12-30,Power,Gujarat,18-24,241
USR004498,2026-01-16,Power,Tamil Nadu,18-24,224
USR004499,2026-03-19,Power,Rajasthan,45-59,162
USR004500,2023-10-18,Power,Rajasthan,18-24,1045
USR004501,2025-12-31,Frequent,Maharashtra,25-34,240
USR004502,2023-06-30,Power,Gujarat,25-34,1155
USR004503,2023-11-11,Occasional,Telangana,25-34,1021
USR004504,2024-07-02,Frequent,Rajasthan,25-34,787
USR004505,2023-07-24,Frequent,West Bengal,18-24,1131
USR004506,2025-01-17,New,Karnataka,25-34,588
USR004507,2025-10-13,Frequent,West Bengal,25-34,319
USR004508,2023-02-26,Frequent,Gujarat,18-24,1279
USR004509,2023-09-25,New,Rajasthan,18-24,1068
USR004510,2024-12-23,New,Tamil Nadu,35-44,613
USR004511,2026-03-03,Occasional,Maharashtra,35-44,178
USR004512,2026-03-24,Frequent,Tamil Nadu,35-44,157
USR004513,2026-04-14,Occasional,Delhi,25-34,136
USR004514,2023-07-31,Occasional,Gujarat,45-59,1124
USR004515,2023-09-13,New,Tamil Nadu,35-44,1080
USR004516,2025-06-27,New,Haryana,18-24,427
USR004517,2023-02-09,Power,West Bengal,25-34,1296
USR004518,2025-07-30,Occasional,Karnataka,60+,394
USR004519,2024-09-26,Power,Uttar Pradesh,25-34,701
USR004520,2025-08-15,Power,Haryana,25-34,378
USR004521,2025-02-28,New,Haryana,18-24,546
USR004522,2026-01-22,Occasional,Karnataka,18-24,218
USR004523,2026-03-23,Power,West Bengal,35-44,158
USR004524,2024-04-27,Frequent,Telangana,35-44,853
USR004525,2025-08-02,Frequent,Uttar Pradesh,18-24,391
USR004526,2024-09-18,Occasional,Gujarat,35-44,709
USR004527,2025-08-05,Frequent,Delhi,25-34,388
USR004528,2025-02-09,Occasional,Karnataka,25-34,565
USR004529,2025-04-11,Frequent,Uttar Pradesh,18-24,504
USR004530,2025-11-27,Power,Maharashtra,35-44,274
USR004531,2026-03-16,New,Tamil Nadu,18-24,165
USR004532,2025-12-29,Frequent,Uttar Pradesh,18-24,242
USR004533,2025-08-22,Frequent,Telangana,45-59,371
USR004534,2023-03-04,Frequent,Haryana,18-24,1273
USR004535,2023-05-15,Occasional,Gujarat,25-34,1201
USR004536,2025-09-05,Occasional,Uttar Pradesh,35-44,357
USR004537,2025-04-10,Occasional,Delhi,18-24,505
USR004538,2024-06-19,Frequent,Maharashtra,18-24,800
USR004539,2024-04-17,New,Karnataka,35-44,863
USR004540,2024-07-03,Power,Maharashtra,45-59,786
USR004541,2024-11-11,New,Tamil Nadu,18-24,655
USR004542,2023-08-21,Frequent,Delhi,35-44,1103
USR004543,2025-03-22,Occasional,Karnataka,18-24,524
USR004544,2024-11-03,Occasional,Maharashtra,35-44,663
USR004545,2023-05-15,Frequent,Delhi,45-59,1201
USR004546,2024-04-01,Occasional,Gujarat,25-34,879
USR004547,2024-07-12,Occasional,Uttar Pradesh,18-24,777
USR004548,2026-03-24,Frequent,Tamil Nadu,35-44,157
USR004549,2024-10-23,Frequent,Telangana,45-59,674
USR004550,2025-09-12,Frequent,Karnataka,60+,350
USR004551,2024-05-25,Power,Maharashtra,35-44,825
USR004552,2023-12-07,Occasional,Delhi,35-44,995
USR004553,2025-08-10,Frequent,Tamil Nadu,25-34,383
USR004554,2023-01-22,New,Tamil Nadu,18-24,1314
USR004555,2026-02-26,New,Maharashtra,35-44,183
USR004556,2023-04-24,Occasional,West Bengal,25-34,1222
USR004557,2024-09-30,Occasional,West Bengal,25-34,697
USR004558,2024-05-25,Power,Gujarat,25-34,825
USR004559,2023-04-18,Frequent,Uttar Pradesh,18-24,1228
USR004560,2024-05-24,New,Haryana,25-34,826
USR004561,2023-10-22,Frequent,Maharashtra,35-44,1041
USR004562,2025-06-26,Power,Uttar Pradesh,45-59,428
USR004563,2024-04-05,Frequent,Uttar Pradesh,45-59,875
USR004564,2026-03-22,Occasional,Maharashtra,18-24,159
USR004565,2024-03-10,Frequent,Haryana,35-44,901
USR004566,2024-12-11,Occasional,West Bengal,25-34,625
USR004567,2024-03-31,Occasional,Tamil Nadu,18-24,880
USR004568,2025-11-12,New,Tamil Nadu,18-24,289
USR004569,2025-09-12,Occasional,Gujarat,18-24,350
USR004570,2024-03-02,New,Tamil Nadu,25-34,909
USR004571,2023-07-27,Power,Delhi,18-24,1128
USR004572,2025-09-01,Power,Maharashtra,25-34,361
USR004573,2026-01-08,Occasional,West Bengal,18-24,232
USR004574,2024-05-10,Occasional,Maharashtra,25-34,840
USR004575,2023-05-29,Occasional,Delhi,18-24,1187
USR004576,2023-09-28,Occasional,Maharashtra,25-34,1065
USR004577,2023-07-03,Occasional,Gujarat,25-34,1152
USR004578,2025-10-18,New,Haryana,45-59,314
USR004579,2024-06-30,Frequent,Maharashtra,18-24,789
USR004580,2023-11-08,Power,Uttar Pradesh,45-59,1024
USR004581,2025-03-16,Occasional,Karnataka,25-34,530
USR004582,2023-11-17,Occasional,Gujarat,35-44,1015
USR004583,2023-09-27,Occasional,Rajasthan,35-44,1066
USR004584,2023-03-14,Power,Rajasthan,18-24,1263
USR004585,2023-07-06,Power,Gujarat,45-59,1149
USR004586,2024-12-16,Frequent,Tamil Nadu,35-44,620
USR004587,2024-09-27,Frequent,Uttar Pradesh,45-59,700
USR004588,2023-05-21,Frequent,West Bengal,18-24,1195
USR004589,2025-10-15,Power,Gujarat,25-34,317
USR004590,2023-09-06,Power,Telangana,25-34,1087
USR004591,2024-04-17,Occasional,Rajasthan,25-34,863
USR004592,2023-09-27,Power,Telangana,18-24,1066
USR004593,2025-05-31,New,Telangana,18-24,454
USR004594,2023-06-02,Frequent,Rajasthan,25-34,1183
USR004595,2025-06-04,Occasional,Delhi,18-24,450
USR004596,2023-01-02,Frequent,Karnataka,25-34,1334
USR004597,2024-08-15,Occasional,Gujarat,25-34,743
USR004598,2025-02-28,Frequent,Gujarat,25-34,546
USR004599,2025-05-10,Frequent,West Bengal,35-44,475
USR004600,2024-09-18,Occasional,Tamil Nadu,25-34,709
USR004601,2025-05-15,New,Rajasthan,18-24,470
USR004602,2023-03-19,New,Karnataka,45-59,1258
USR004603,2025-05-05,Frequent,Maharashtra,35-44,480
USR004604,2023-11-01,Frequent,Rajasthan,25-34,1031
USR004605,2026-02-15,New,Haryana,18-24,194
USR004606,2024-07-29,Frequent,Telangana,25-34,760
USR004607,2025-03-01,Power,Rajasthan,25-34,545
USR004608,2025-04-14,Power,West Bengal,35-44,501
USR004609,2024-12-22,New,Gujarat,45-59,614
USR004610,2023-04-04,Power,Maharashtra,25-34,1242
USR004611,2025-02-20,Occasional,Telangana,35-44,554
USR004612,2026-01-03,Frequent,Telangana,25-34,237
USR004613,2025-12-09,New,West Bengal,45-59,262
USR004614,2025-09-26,Occasional,Maharashtra,35-44,336
USR004615,2026-02-08,New,Uttar Pradesh,25-34,201
USR004616,2024-01-31,Frequent,Gujarat,25-34,940
USR004617,2023-02-06,Frequent,Tamil Nadu,35-44,1299
USR004618,2023-02-28,Power,Tamil Nadu,18-24,1277
USR004619,2025-03-30,Frequent,Rajasthan,35-44,516
USR004620,2026-04-11,Frequent,Haryana,25-34,139
USR004621,2024-06-06,Occasional,Uttar Pradesh,25-34,813
USR004622,2024-02-23,Occasional,Karnataka,18-24,917
USR004623,2025-09-11,Occasional,Maharashtra,45-59,351
USR004624,2025-02-15,Frequent,Telangana,25-34,559
USR004625,2023-05-21,Power,Gujarat,35-44,1195
USR004626,2023-07-26,New,Uttar Pradesh,25-34,1129
USR004627,2023-04-04,Occasional,Haryana,35-44,1242
USR004628,2025-04-03,Occasional,Uttar Pradesh,18-24,512
USR004629,2023-07-03,Frequent,West Bengal,18-24,1152
USR004630,2023-10-28,New,Maharashtra,18-24,1035
USR004631,2025-12-19,Power,Gujarat,25-34,252
USR004632,2024-03-14,Occasional,West Bengal,35-44,897
USR004633,2025-09-14,Frequent,Maharashtra,25-34,348
USR004634,2023-07-23,Occasional,Rajasthan,25-34,1132
USR004635,2023-11-26,Power,Karnataka,25-34,1006
USR004636,2026-01-26,Frequent,Delhi,18-24,214
USR004637,2023-07-31,New,Maharashtra,18-24,1124
USR004638,2025-02-06,Power,Uttar Pradesh,25-34,568
USR004639,2023-02-18,Frequent,Gujarat,18-24,1287
USR004640,2023-03-06,Frequent,Maharashtra,25-34,1271
USR004641,2026-04-15,Power,Tamil Nadu,25-34,135
USR004642,2025-10-12,Occasional,West Bengal,18-24,320
USR004643,2025-11-10,Frequent,Uttar Pradesh,25-34,291
USR004644,2025-03-13,Occasional,Tamil Nadu,35-44,533
USR004645,2024-07-31,Occasional,Tamil Nadu,35-44,758
USR004646,2023-05-02,New,Haryana,18-24,1214
USR004647,2024-04-02,Occasional,Haryana,25-34,878
USR004648,2024-04-07,Power,West Bengal,25-34,873
USR004649,2024-07-23,New,Haryana,25-34,766
USR004650,2025-04-25,Occasional,Uttar Pradesh,25-34,490
USR004651,2025-03-04,Occasional,Haryana,25-34,542
USR004652,2024-02-03,Occasional,Rajasthan,25-34,937
USR004653,2025-02-12,Occasional,Gujarat,18-24,562
USR004654,2024-11-01,Frequent,Maharashtra,18-24,665
USR004655,2023-09-18,Occasional,Delhi,18-24,1075
USR004656,2024-08-10,New,Telangana,35-44,748
USR004657,2025-07-13,Power,Karnataka,18-24,411
USR004658,2023-06-11,Frequent,Rajasthan,25-34,1174
USR004659,2023-03-31,Power,Karnataka,45-59,1246
USR004660,2023-12-06,Frequent,Rajasthan,45-59,996
USR004661,2023-01-25,Occasional,Telangana,25-34,1311
USR004662,2023-03-30,Frequent,Karnataka,35-44,1247
USR004663,2024-03-21,Frequent,West Bengal,25-34,890
USR004664,2024-08-24,Frequent,West Bengal,25-34,734
USR004665,2023-03-10,Frequent,Telangana,35-44,1267
USR004666,2025-05-02,New,Delhi,25-34,483
USR004667,2024-10-23,Power,Uttar Pradesh,25-34,674
USR004668,2023-11-15,New,Delhi,35-44,1017
USR004669,2024-06-15,Frequent,Delhi,18-24,804
USR004670,2026-01-19,Power,Tamil Nadu,35-44,221
USR004671,2024-05-15,Power,Tamil Nadu,25-34,835
USR004672,2024-09-06,Occasional,Tamil Nadu,45-59,721
USR004673,2023-08-14,Power,Maharashtra,25-34,1110
USR004674,2025-02-17,Frequent,Haryana,35-44,557
USR004675,2024-06-23,Frequent,Haryana,35-44,796
USR004676,2026-03-21,Occasional,Telangana,18-24,160
USR004677,2024-06-24,Frequent,Karnataka,35-44,795
USR004678,2026-03-08,Power,Karnataka,35-44,173
USR004679,2026-04-03,Power,Haryana,18-24,147
USR004680,2024-10-07,Power,Telangana,45-59,690
USR004681,2023-10-20,Power,West Bengal,25-34,1043
USR004682,2026-02-04,Frequent,Tamil Nadu,18-24,205
USR004683,2023-04-03,Occasional,Karnataka,18-24,1243
USR004684,2024-02-10,Frequent,Rajasthan,18-24,930
USR004685,2026-02-25,Frequent,Uttar Pradesh,18-24,184
USR004686,2024-12-01,Power,Tamil Nadu,18-24,635
USR004687,2023-08-26,Occasional,Haryana,25-34,1098
USR004688,2024-09-26,Occasional,Maharashtra,25-34,701
USR004689,2025-04-28,New,Uttar Pradesh,35-44,487
USR004690,2025-03-02,Frequent,Uttar Pradesh,25-34,544
USR004691,2025-10-27,Frequent,Tamil Nadu,18-24,305
USR004692,2024-02-10,New,Gujarat,35-44,930
USR004693,2025-03-09,Occasional,West Bengal,18-24,537
USR004694,2023-11-09,Frequent,West Bengal,25-34,1023
USR004695,2023-04-22,Frequent,Uttar Pradesh,18-24,1224
USR004696,2024-03-15,Power,West Bengal,18-24,896
USR004697,2026-04-04,Frequent,Rajasthan,25-34,146
USR004698,2024-04-15,Occasional,Karnataka,35-44,865
USR004699,2025-03-16,Frequent,Haryana,18-24,530
USR004700,2024-01-16,Power,Telangana,45-59,955
USR004701,2023-05-26,New,Telangana,18-24,1190
USR004702,2023-12-10,Occasional,West Bengal,25-34,992
USR004703,2023-05-14,Frequent,Rajasthan,18-24,1202
USR004704,2025-09-28,Power,Telangana,18-24,334
USR004705,2023-03-16,New,Rajasthan,25-34,1261
USR004706,2024-11-11,Occasional,Karnataka,18-24,655
USR004707,2024-04-07,Occasional,Telangana,45-59,873
USR004708,2023-02-13,New,West Bengal,18-24,1292
USR004709,2025-12-03,Occasional,Haryana,25-34,268
USR004710,2026-02-23,Occasional,Haryana,35-44,186
USR004711,2024-07-10,Frequent,Rajasthan,18-24,779
USR004712,2023-01-25,Power,Tamil Nadu,25-34,1311
USR004713,2023-08-07,New,Maharashtra,45-59,1117
USR004714,2025-07-22,Frequent,Maharashtra,35-44,402
USR004715,2025-06-29,Frequent,Tamil Nadu,25-34,425
USR004716,2024-10-03,Frequent,Uttar Pradesh,25-34,694
USR004717,2024-02-18,Power,Maharashtra,25-34,922
USR004718,2023-07-31,New,Karnataka,25-34,1124
USR004719,2026-03-21,Frequent,Telangana,35-44,160
USR004720,2023-03-16,Occasional,Maharashtra,18-24,1261
USR004721,2023-07-10,Occasional,Uttar Pradesh,18-24,1145
USR004722,2024-12-31,Occasional,Haryana,25-34,605
USR004723,2024-07-26,Occasional,Tamil Nadu,25-34,763
USR004724,2025-11-28,Occasional,Haryana,35-44,273
USR004725,2024-12-02,Occasional,Delhi,18-24,634
USR004726,2023-08-12,Frequent,Maharashtra,35-44,1112
USR004727,2024-04-24,Occasional,Maharashtra,35-44,856
USR004728,2023-04-24,Occasional,Haryana,25-34,1222
USR004729,2025-02-26,Frequent,Gujarat,18-24,548
USR004730,2025-03-01,Frequent,Haryana,25-34,545
USR004731,2025-07-23,Occasional,West Bengal,18-24,401
USR004732,2026-03-09,Power,Telangana,25-34,172
USR004733,2023-11-13,Occasional,West Bengal,35-44,1019
USR004734,2023-11-08,Power,Tamil Nadu,35-44,1024
USR004735,2026-02-21,Power,Rajasthan,25-34,188
USR004736,2024-11-05,Power,Tamil Nadu,35-44,661
USR004737,2023-11-11,Power,Telangana,25-34,1021
USR004738,2023-07-09,Occasional,Karnataka,60+,1146
USR004739,2024-05-09,Occasional,Tamil Nadu,35-44,841
USR004740,2025-09-13,Power,Telangana,25-34,349
USR004741,2023-03-10,Occasional,Gujarat,25-34,1267
USR004742,2023-07-27,Frequent,Tamil Nadu,35-44,1128
USR004743,2025-08-05,Frequent,Karnataka,45-59,388
USR004744,2023-09-06,Occasional,Gujarat,18-24,1087
USR004745,2026-02-15,Frequent,Gujarat,35-44,194
USR004746,2025-03-16,Occasional,Tamil Nadu,35-44,530
USR004747,2025-12-31,Frequent,West Bengal,18-24,240
USR004748,2024-08-29,Frequent,Gujarat,25-34,729
USR004749,2023-01-11,Power,Tamil Nadu,25-34,1325
USR004750,2024-05-01,Occasional,Delhi,25-34,849
