transaction_id,user_id,payer_bank_id,payee_bank_id,amount,timestamp,transaction_type,device_id,network_type,payment_app,final_status,failure_code
TXN00031391,USR001514,BNK003,BNK001,97.69,2026-08-19 22:59:58,P2M,DEV000207,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031392,USR008563,BNK001,BNK006,162.32,2026-08-26 18:18:09,P2M,DEV004675,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031393,USR002164,BNK004,BNK005,30.81,2026-08-18 19:13:33,P2M,DEV000591,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031394,USR002280,BNK010,BNK002,94.53,2026-08-27 10:33:58,P2M,DEV003207,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031395,USR007498,BNK009,BNK006,151.75,2026-08-15 17:20:25,P2P,DEV000128,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031396,USR003313,BNK002,BNK003,247.46,2026-08-13 22:53:05,P2M,DEV004615,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031397,USR000366,BNK001,BNK009,202.07,2026-08-24 04:49:55,P2P,DEV002911,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031398,USR005157,BNK005,BNK009,785.14,2026-08-08 22:57:43,P2M,DEV002984,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031399,USR005751,BNK009,BNK007,98.6,2026-08-24 05:29:03,P2M,DEV002799,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031400,USR007418,BNK002,BNK007,91.61,2026-08-06 12:06:43,P2M,DEV004380,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031401,USR005774,BNK006,BNK005,803.85,2026-08-25 15:36:07,P2M,DEV004979,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031402,USR006417,BNK001,BNK008,726.32,2026-08-12 09:57:49,P2M,DEV001838,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031403,USR004114,BNK002,BNK007,39.48,2026-08-26 12:16:34,P2M,DEV003499,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031404,USR000041,BNK002,BNK002,17.47,2026-08-18 14:31:37,P2M,DEV004615,4G,Google Pay,FAILED,ERR_TD_01
TXN00031405,USR000653,BNK008,BNK006,167.43,2026-08-08 19:41:59,P2M,DEV000617,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031406,USR006263,BNK007,BNK003,10.1,2026-08-21 01:56:52,P2P,DEV002468,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031407,USR002583,BNK006,BNK003,8051.21,2026-07-30 08:37:02,P2M,DEV002978,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031408,USR004963,BNK005,BNK001,139.75,2026-08-20 10:23:49,P2M,DEV000093,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00031409,USR002405,BNK001,BNK001,112.85,2026-08-05 20:35:08,P2M,DEV001444,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031410,USR008506,BNK001,BNK001,205.87,2026-08-26 04:43:02,P2M,DEV002982,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031411,USR002749,BNK003,BNK003,26.42,2026-08-22 00:04:58,P2P,DEV001569,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031412,USR005794,BNK001,BNK008,1206.26,2026-08-19 20:47:51,P2M,DEV004613,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031413,USR004841,BNK003,BNK001,162.12,2026-08-09 01:33:03,P2M,DEV001018,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031414,USR004326,BNK001,BNK008,527.37,2026-08-20 09:11:58,P2P,DEV001115,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031415,USR008821,BNK001,BNK008,245.37,2026-08-06 07:22:53,P2M,DEV004571,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031416,USR006142,BNK002,BNK002,843.01,2026-07-30 03:47:31,P2M,DEV000325,4G,BHIM,SUCCESS,ERR_SUCCESS
TXN00031417,USR002141,BNK002,BNK001,29.42,2026-08-23 06:35:52,P2P,DEV004047,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031418,USR009293,BNK005,BNK001,126.52,2026-08-12 11:45:39,P2M,DEV000554,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031419,USR006482,BNK002,BNK001,213.05,2026-07-30 15:37:31,P2P,DEV002752,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031420,USR002764,BNK001,BNK006,5504.87,2026-08-27 00:34:58,P2P,DEV001396,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031421,USR006849,BNK003,BNK005,1783.61,2026-08-13 19:09:16,P2M,DEV003103,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031422,USR009954,BNK003,BNK003,160.78,2026-08-18 19:08:03,P2M,DEV002435,5G,BHIM,FAILED,ERR_BD_03
TXN00031423,USR004637,BNK002,BNK007,122.86,2026-08-14 10:53:34,P2M,DEV003654,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031424,USR004882,BNK008,BNK002,72.19,2026-08-03 13:48:22,P2M,DEV001485,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031425,USR007100,BNK003,BNK002,899.95,2026-08-18 06:30:21,P2M,DEV003529,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031426,USR002084,BNK005,BNK001,196.08,2026-07-31 17:18:43,P2P,DEV003836,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031427,USR003562,BNK003,BNK004,33992.49,2026-08-15 00:06:21,P2M,DEV002092,3G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031428,USR005839,BNK001,BNK009,1765.07,2026-08-11 21:48:14,P2M,DEV000403,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031429,USR005792,BNK003,BNK003,126.31,2026-08-01 21:02:13,P2M,DEV002120,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031430,USR002028,BNK007,BNK008,46672.05,2026-08-22 09:28:23,P2M,DEV004802,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031431,USR009893,BNK007,BNK010,221.36,2026-08-11 00:50:19,P2M,DEV004919,5G,PhonePe,FAILED,ERR_BD_02
TXN00031432,USR006529,BNK004,BNK002,1655.03,2026-08-21 13:34:02,P2M,DEV001369,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031433,USR000430,BNK001,BNK004,174.79,2026-08-09 04:54:12,P2M,DEV001185,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031434,USR003144,BNK004,BNK002,27374.32,2026-08-17 11:32:25,P2P,DEV003066,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031435,USR002394,BNK009,BNK005,399.88,2026-07-30 22:54:10,P2M,DEV004586,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00031436,USR001166,BNK003,BNK001,690.62,2026-08-18 12:24:37,P2P,DEV004783,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031437,USR008332,BNK002,BNK002,233.89,2026-08-02 10:53:24,P2M,DEV004893,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031438,USR004345,BNK009,BNK005,52.72,2026-08-05 00:57:21,P2M,DEV003279,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031439,USR006855,BNK004,BNK007,892.31,2026-08-03 21:08:26,P2P,DEV000198,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031440,USR004405,BNK003,BNK002,1753.67,2026-07-30 11:19:58,P2P,DEV002286,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031441,USR003851,BNK003,BNK002,34.77,2026-08-23 16:50:04,P2P,DEV000038,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031442,USR007108,BNK008,BNK006,84.44,2026-08-02 05:21:18,P2M,DEV000619,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031443,USR002096,BNK004,BNK007,117.85,2026-08-02 22:14:20,P2M,DEV003185,5G,Google Pay,FAILED,ERR_BD_01
TXN00031444,USR003797,BNK004,BNK003,44902.18,2026-08-10 23:04:50,P2P,DEV004160,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031445,USR005243,BNK001,BNK003,1682.49,2026-08-07 06:29:49,P2P,DEV004176,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031446,USR005371,BNK006,BNK004,171.81,2026-08-03 06:24:21,P2P,DEV004788,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031447,USR000269,BNK003,BNK010,121.94,2026-08-20 00:25:27,P2P,DEV003814,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031448,USR003493,BNK008,BNK002,69.64,2026-08-13 12:41:58,P2M,DEV002261,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031449,USR008559,BNK002,BNK006,535.86,2026-08-17 16:30:10,P2P,DEV001737,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00031450,USR009424,BNK003,BNK001,169.73,2026-08-01 22:30:40,P2M,DEV002847,4G,BHIM,SUCCESS,ERR_SUCCESS
TXN00031451,USR004720,BNK004,BNK004,5151.35,2026-08-25 01:08:53,P2M,DEV002568,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031452,USR009265,BNK003,BNK002,17.66,2026-08-14 13:29:55,P2P,DEV003671,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031453,USR004110,BNK010,BNK006,180.99,2026-08-15 18:52:17,P2P,DEV001447,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031454,USR002182,BNK001,BNK001,166.12,2026-08-20 23:30:30,P2M,DEV002689,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031455,USR008866,BNK006,BNK007,107.72,2026-07-28 20:18:41,P2P,DEV004921,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031456,USR006655,BNK001,BNK004,2377.05,2026-08-17 01:51:04,P2P,DEV000963,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031457,USR007678,BNK002,BNK006,1054.07,2026-08-11 21:47:53,P2M,DEV004842,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031458,USR007848,BNK006,BNK006,156.16,2026-08-25 15:06:13,P2M,DEV002269,5G,Google Pay,FAILED,ERR_BD_01
TXN00031459,USR002545,BNK002,BNK009,1694.63,2026-08-04 13:45:58,P2P,DEV000367,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031460,USR004605,BNK010,BNK003,110.25,2026-08-04 00:45:07,P2M,DEV001078,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031461,USR001097,BNK008,BNK007,695.33,2026-08-18 01:10:36,P2M,DEV001626,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00031462,USR007206,BNK004,BNK002,202.43,2026-08-25 23:52:09,P2M,DEV004807,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031463,USR006185,BNK004,BNK009,245.26,2026-08-11 05:09:35,P2P,DEV004790,WiFi,BHIM,FAILED,ERR_BD_01
TXN00031464,USR004897,BNK001,BNK007,220.97,2026-07-30 03:05:55,P2M,DEV003037,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031465,USR007835,BNK006,BNK004,1538.02,2026-08-23 06:58:56,P2M,DEV004993,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031466,USR000377,BNK001,BNK001,164.97,2026-08-18 08:30:35,P2P,DEV002765,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031467,USR006224,BNK002,BNK003,3941.22,2026-08-25 00:52:57,P2P,DEV000013,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031468,USR007987,BNK001,BNK005,39428.82,2026-07-30 08:32:18,P2M,DEV003822,5G,CRED,SUCCESS,ERR_SUCCESS
TXN00031469,USR007693,BNK006,BNK008,625.43,2026-08-23 05:13:26,P2P,DEV001549,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031470,USR009393,BNK002,BNK007,20.65,2026-08-21 21:33:42,P2M,DEV000033,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031471,USR000110,BNK001,BNK006,74.67,2026-07-30 06:06:03,P2M,DEV002570,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031472,USR002082,BNK007,BNK001,541.93,2026-08-20 02:31:28,P2P,DEV003157,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031473,USR007809,BNK006,BNK002,1206.06,2026-08-02 23:46:27,P2P,DEV001428,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031474,USR007480,BNK001,BNK003,1098.09,2026-08-15 02:05:39,P2M,DEV001111,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031475,USR004085,BNK004,BNK006,240.31,2026-08-15 14:56:32,P2P,DEV001716,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031476,USR006585,BNK004,BNK010,8613.76,2026-08-09 03:23:42,P2P,DEV001980,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031477,USR002445,BNK003,BNK002,109.5,2026-08-04 08:46:39,P2P,DEV000771,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031478,USR004337,BNK009,BNK006,119.28,2026-07-30 04:09:20,P2M,DEV001550,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031479,USR008153,BNK001,BNK010,3711.15,2026-08-02 20:03:13,P2P,DEV002718,4G,Google Pay,FAILED,ERR_TD_01
TXN00031480,USR005347,BNK002,BNK001,1437.73,2026-08-05 18:58:22,P2P,DEV001527,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031481,USR004804,BNK005,BNK008,403.21,2026-08-23 13:00:16,P2M,DEV000355,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031482,USR005275,BNK006,BNK002,100.85,2026-08-18 11:44:09,P2M,DEV001583,5G,CRED,SUCCESS,ERR_SUCCESS
TXN00031483,USR001063,BNK004,BNK009,197.64,2026-08-19 09:25:29,P2M,DEV002529,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031484,USR003240,BNK005,BNK001,20910.8,2026-08-18 18:34:29,P2P,DEV001730,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031485,USR004394,BNK003,BNK003,1216.45,2026-08-19 16:41:10,P2M,DEV002947,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031486,USR003880,BNK001,BNK006,31.03,2026-08-22 13:52:33,P2M,DEV001273,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031487,USR000807,BNK002,BNK005,231.54,2026-08-10 23:01:01,P2M,DEV002290,5G,CRED,SUCCESS,ERR_SUCCESS
TXN00031488,USR001893,BNK008,BNK001,7258.0,2026-08-26 15:20:41,P2P,DEV004246,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031489,USR006944,BNK006,BNK010,181.53,2026-08-07 18:42:09,P2M,DEV000667,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031490,USR002011,BNK008,BNK002,353.6,2026-07-31 09:34:29,P2P,DEV001151,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031491,USR005269,BNK006,BNK003,183.99,2026-08-21 01:38:55,P2M,DEV002195,5G,PhonePe,FAILED,ERR_BD_01
TXN00031492,USR004177,BNK010,BNK006,76.65,2026-08-18 02:12:46,P2M,DEV001796,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031493,USR002311,BNK001,BNK002,3872.2,2026-08-17 21:38:20,P2M,DEV003165,WiFi,Paytm,SUCCESS,ERR_SUCCESS
TXN00031494,USR002085,BNK009,BNK002,788.7,2026-08-21 14:01:18,P2P,DEV002812,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031495,USR009244,BNK010,BNK001,145.18,2026-08-04 04:03:58,P2M,DEV002694,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031496,USR000782,BNK001,BNK006,12.37,2026-08-10 07:23:13,P2M,DEV004451,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031497,USR008730,BNK005,BNK003,1882.14,2026-08-25 21:58:18,P2P,DEV003766,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031498,USR003977,BNK002,BNK008,959.93,2026-08-05 13:17:15,P2M,DEV001772,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031499,USR008574,BNK006,BNK002,163.25,2026-08-22 06:18:18,P2M,DEV000337,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031500,USR009365,BNK001,BNK003,194.41,2026-08-15 06:43:56,P2P,DEV002918,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031501,USR001999,BNK001,BNK005,192.08,2026-08-15 06:49:12,P2M,DEV000535,3G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031502,USR001373,BNK001,BNK003,16.08,2026-08-26 09:05:25,P2M,DEV001985,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031503,USR007754,BNK006,BNK006,42643.44,2026-08-10 10:27:50,P2M,DEV002011,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031504,USR004504,BNK001,BNK001,1046.77,2026-08-22 07:39:23,P2M,DEV004987,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031505,USR004060,BNK003,BNK004,1452.75,2026-07-29 11:03:56,P2P,DEV001249,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031506,USR000794,BNK002,BNK001,1500.7,2026-08-16 19:37:31,P2P,DEV001477,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031507,USR006025,BNK001,BNK003,40.85,2026-07-30 22:04:31,P2M,DEV002180,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031508,USR007951,BNK006,BNK003,19.12,2026-08-08 11:19:43,P2P,DEV001495,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031509,USR000632,BNK005,BNK003,1669.63,2026-08-15 19:50:16,P2P,DEV000301,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031510,USR004806,BNK001,BNK002,1079.45,2026-08-05 14:49:50,P2M,DEV002869,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031511,USR002779,BNK004,BNK008,2109.15,2026-08-14 10:39:45,P2M,DEV001916,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031512,USR001611,BNK003,BNK001,246.61,2026-08-04 10:13:52,P2M,DEV001567,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031513,USR006391,BNK004,BNK002,218.2,2026-08-23 11:10:12,P2P,DEV000379,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031514,USR006774,BNK003,BNK007,2273.58,2026-08-09 20:53:12,P2M,DEV004119,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031515,USR002049,BNK003,BNK001,217.94,2026-08-02 09:51:24,P2M,DEV001323,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031516,USR007992,BNK004,BNK004,762.95,2026-08-13 16:34:57,P2M,DEV002193,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031517,USR008728,BNK003,BNK005,388.86,2026-08-27 18:28:59,P2P,DEV000440,WiFi,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031518,USR007835,BNK006,BNK010,104.12,2026-08-24 03:16:08,P2M,DEV004687,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031519,USR001038,BNK002,BNK010,6101.05,2026-07-30 07:59:22,P2M,DEV000558,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031520,USR008712,BNK001,BNK001,1709.2,2026-08-27 02:50:05,P2P,DEV004981,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031521,USR000797,BNK001,BNK010,395.03,2026-07-30 23:15:06,P2P,DEV002911,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031522,USR007183,BNK004,BNK005,243.65,2026-08-25 00:32:57,P2M,DEV001905,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031523,USR005471,BNK003,BNK003,181.14,2026-08-10 05:54:32,P2P,DEV004693,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031524,USR000876,BNK002,BNK004,1011.19,2026-08-06 07:27:50,P2M,DEV003430,5G,BHIM,SUCCESS,ERR_SUCCESS
TXN00031525,USR005400,BNK005,BNK002,81.01,2026-08-21 09:55:31,P2P,DEV004126,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031526,USR001480,BNK002,BNK002,81.47,2026-08-09 00:15:34,P2M,DEV004564,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031527,USR005108,BNK005,BNK002,208.28,2026-08-06 22:11:19,P2P,DEV001275,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031528,USR000577,BNK005,BNK004,231.79,2026-08-10 00:10:51,P2P,DEV004117,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031529,USR005264,BNK002,BNK001,1195.06,2026-08-07 21:28:56,P2P,DEV004280,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031530,USR003194,BNK001,BNK010,1345.89,2026-08-03 20:43:37,P2M,DEV000374,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031531,USR000196,BNK006,BNK008,1460.55,2026-08-04 06:07:51,P2P,DEV004543,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031532,USR006416,BNK001,BNK007,2626.15,2026-08-02 11:20:34,P2P,DEV003116,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031533,USR001589,BNK004,BNK001,246.95,2026-08-27 22:47:27,P2P,DEV003857,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031534,USR009530,BNK003,BNK010,9979.68,2026-08-02 03:55:24,P2P,DEV003488,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031535,USR007150,BNK008,BNK002,8336.51,2026-07-29 13:45:41,P2M,DEV004543,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031536,USR001574,BNK003,BNK003,33.33,2026-08-14 08:26:48,P2M,DEV000980,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031537,USR000679,BNK002,BNK001,140.15,2026-08-14 06:15:49,P2M,DEV003489,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031538,USR000643,BNK002,BNK001,2786.67,2026-08-19 10:46:46,P2M,DEV003273,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031539,USR002571,BNK003,BNK002,98.05,2026-08-13 09:39:37,P2M,DEV003720,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031540,USR006108,BNK004,BNK006,1240.84,2026-08-20 10:25:33,P2P,DEV001549,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031541,USR000739,BNK001,BNK003,106.37,2026-08-27 01:07:23,P2P,DEV004150,4G,PhonePe,FAILED,ERR_BD_02
TXN00031542,USR009933,BNK002,BNK001,1953.82,2026-08-01 11:23:59,P2M,DEV001121,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031543,USR008611,BNK003,BNK006,190.64,2026-08-15 13:20:11,P2M,DEV000428,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031544,USR007941,BNK010,BNK004,1827.08,2026-08-04 10:50:58,P2P,DEV002586,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031545,USR001943,BNK006,BNK005,208.07,2026-08-04 20:38:55,P2P,DEV002022,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031546,USR009866,BNK004,BNK003,861.58,2026-08-14 05:27:33,P2M,DEV000410,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031547,USR001312,BNK001,BNK002,115.4,2026-08-01 20:33:03,P2P,DEV000070,4G,Google Pay,FAILED,ERR_TD_01
TXN00031548,USR000438,BNK004,BNK001,229.02,2026-08-05 09:31:02,P2M,DEV004458,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031549,USR002032,BNK002,BNK004,731.1,2026-08-15 04:26:19,P2P,DEV001726,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031550,USR001755,BNK001,BNK001,6368.19,2026-08-19 20:53:38,P2M,DEV001626,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031551,USR007042,BNK001,BNK007,307.15,2026-08-07 06:35:48,P2M,DEV001777,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031552,USR003070,BNK009,BNK001,1959.5,2026-08-26 00:44:07,P2M,DEV001019,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031553,USR009793,BNK002,BNK001,189.84,2026-07-30 17:07:05,P2P,DEV003474,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031554,USR009917,BNK001,BNK007,1851.18,2026-08-26 23:33:39,P2P,DEV003690,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031555,USR004494,BNK002,BNK001,1285.78,2026-08-07 06:15:50,P2P,DEV002312,5G,Google Pay,FAILED,ERR_BD_02
TXN00031556,USR005907,BNK003,BNK006,844.58,2026-07-29 10:41:03,P2P,DEV000479,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031557,USR007416,BNK002,BNK010,20.01,2026-08-16 08:04:04,P2M,DEV004922,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031558,USR008225,BNK004,BNK009,11433.54,2026-08-07 07:06:59,P2P,DEV003903,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031559,USR003482,BNK001,BNK001,1115.56,2026-08-16 11:50:18,P2P,DEV000824,5G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031560,USR000795,BNK002,BNK006,4223.84,2026-08-05 04:18:22,P2M,DEV001229,4G,Paytm,SUCCESS,ERR_SUCCESS
TXN00031561,USR009234,BNK004,BNK002,103.58,2026-08-10 02:00:59,P2P,DEV002092,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031562,USR009331,BNK001,BNK004,432.76,2026-08-15 02:58:51,P2P,DEV003827,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031563,USR009662,BNK003,BNK001,120.37,2026-08-11 10:40:02,P2M,DEV001022,WiFi,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031564,USR009706,BNK003,BNK003,103.32,2026-07-28 22:27:56,P2M,DEV001110,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031565,USR009063,BNK001,BNK005,202.3,2026-08-01 21:02:25,P2P,DEV000192,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031566,USR007105,BNK003,BNK006,44.26,2026-08-26 13:28:45,P2P,DEV003683,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031567,USR001145,BNK006,BNK005,268.29,2026-08-10 17:33:11,P2P,DEV000878,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031568,USR007691,BNK001,BNK007,221.72,2026-08-05 07:27:25,P2M,DEV000368,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031569,USR006384,BNK001,BNK010,219.43,2026-08-20 09:08:32,P2M,DEV001661,4G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031570,USR004158,BNK006,BNK008,189.39,2026-08-01 08:36:09,P2P,DEV001239,5G,Google Pay,SUCCESS,ERR_SUCCESS
TXN00031571,USR002594,BNK002,BNK001,51.35,2026-08-13 20:02:01,P2M,DEV000625,5G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031572,USR002193,BNK007,BNK007,224.24,2026-08-23 04:47:09,P2M,DEV003973,4G,PhonePe,SUCCESS,ERR_SUCCESS
TXN00031573,USR004061,BNK001,BNK007,1022.49,2026-08-04 13:03:38,P2P,DEV000478,4G,Google Pay,SUCCESS,ERR_SUCCESS
