device_id,operating_system,os_version,device_category
DEV001712,Android,11,Budget
DEV001713,Android,12,Mid-range
DEV001714,Android,12,Mid-range
DEV001715,Android,11,Mid-range
DEV001716,Android,11,Premium
DEV001717,Android,13,Budget
DEV001718,Android,12,Mid-range
DEV001719,Android,13,Premium
DEV001720,Android,11,Mid-range
DEV001721,Android,11,Mid-range
DEV001722,iOS,17.2,Budget
DEV001723,Android,12,Premium
DEV001724,Android,14,Mid-range
DEV001725,Android,14,Budget
DEV001726,Android,13,Budget
DEV001727,iOS,16.5,Budget
DEV001728,Android,12,Mid-range
DEV001729,Android,14,Mid-range
DEV001730,Android,11,Budget
DEV001731,Android,12,Budget
DEV001732,Android,13,Mid-range
DEV001733,iOS,17.2,Budget
DEV001734,iOS,16.5,Budget
DEV001735,Android,12,Budget
DEV001736,Android,12,Budget
DEV001737,Android,13,Mid-range
DEV001738,Android,14,Mid-range
DEV001739,Android,13,Premium
DEV001740,Android,13,Budget
DEV001741,Android,12,Mid-range
DEV001742,Android,11,Mid-range
DEV001743,Android,11,Budget
DEV001744,Android,13,Budget
DEV001745,Android,14,Mid-range
DEV001746,iOS,17.2,Budget
DEV001747,Android,13,Budget
DEV001748,Android,14,Premium
DEV001749,iOS,16.5,Budget
DEV001750,Android,12,Budget
DEV001751,iOS,17.2,Budget
DEV001752,Android,11,Mid-range
DEV001753,Android,12,Budget
DEV001754,Android,12,Mid-range
DEV001755,Android,12,Premium
DEV001756,Android,12,Budget
DEV001757,Android,12,Mid-range
DEV001758,Android,11,Mid-range
DEV001759,Android,13,Budget
DEV001760,Android,11,Mid-range
DEV001761,Android,13,Budget
DEV001762,Android,12,Budget
DEV001763,Android,13,Premium
DEV001764,Android,12,Budget
DEV001765,Android,11,Mid-range
DEV001766,Android,13,Mid-range
DEV001767,Android,12,Mid-range
DEV001768,Android,13,Budget
DEV001769,Android,14,Budget
DEV001770,Android,12,Mid-range
DEV001771,iOS,17.2,Budget
DEV001772,Android,12,Mid-range
DEV001773,Android,11,Budget
DEV001774,Android,11,Mid-range
DEV001775,Android,13,Budget
DEV001776,Android,13,Budget
DEV001777,iOS,16.5,Budget
DEV001778,Android,12,Mid-range
DEV001779,Android,13,Budget
DEV001780,Android,12,Premium
DEV001781,Android,14,Mid-range
DEV001782,Android,14,Mid-range
DEV001783,Android,13,Premium
DEV001784,Android,11,Mid-range
DEV001785,Android,12,Budget
DEV001786,iOS,16.5,Mid-range
DEV001787,Android,12,Mid-range
DEV001788,iOS,16.5,Budget
DEV001789,Android,13,Mid-range
DEV001790,Android,11,Budget
DEV001791,Android,13,Premium
DEV001792,Android,12,Budget
DEV001793,iOS,17.2,Premium
DEV001794,Android,14,Budget
DEV001795,iOS,17.2,Premium
DEV001796,Android,12,Budget
DEV001797,Android,12,Mid-range
DEV001798,Android,13,Budget
DEV001799,Android,13,Premium
DEV001800,Android,13,Premium
DEV001801,Android,13,Budget
DEV001802,Android,13,Budget
DEV001803,Android,12,Mid-range
DEV001804,iOS,17.2,Mid-range
DEV001805,iOS,17.2,Mid-range
DEV001806,Android,13,Budget
DEV001807,Android,11,Budget
DEV001808,Android,12,Mid-range
DEV001809,Android,13,Mid-range
DEV001810,Android,13,Mid-range
DEV001811,Android,12,Mid-range
DEV001812,Android,14,Mid-range
DEV001813,Android,11,Budget
DEV001814,Android,13,Budget
DEV001815,Android,14,Budget
DEV001816,Android,12,Budget
DEV001817,Android,14,Mid-range
DEV001818,Android,12,Mid-range
DEV001819,Android,11,Mid-range
DEV001820,Android,11,Premium
DEV001821,Android,13,Premium
DEV001822,Android,13,Mid-range
DEV001823,Android,11,Mid-range
DEV001824,Android,14,Budget
DEV001825,Android,13,Premium
DEV001826,Android,12,Premium
DEV001827,iOS,17.2,Budget
DEV001828,Android,13,Budget
DEV001829,Android,12,Mid-range
DEV001830,Android,14,Premium
DEV001831,Android,14,Premium
DEV001832,Android,13,Mid-range
DEV001833,Android,14,Mid-range
DEV001834,Android,13,Mid-range
DEV001835,iOS,17.2,Budget
DEV001836,Android,11,Mid-range
DEV001837,Android,11,Budget
DEV001838,Android,12,Budget
DEV001839,Android,12,Mid-range
DEV001840,Android,11,Mid-range
DEV001841,Android,12,Budget
DEV001842,Android,13,Budget
DEV001843,Android,11,Budget
DEV001844,Android,11,Premium
DEV001845,Android,13,Mid-range
DEV001846,Android,12,Mid-range
DEV001847,Android,12,Mid-range
DEV001848,Android,12,Budget
DEV001849,Android,11,Budget
DEV001850,Android,12,Mid-range
DEV001851,Android,12,Budget
DEV001852,Android,11,Budget
DEV001853,Android,12,Budget
DEV001854,Android,11,Mid-range
DEV001855,Android,12,Premium
DEV001856,Android,14,Premium
DEV001857,Android,11,Mid-range
DEV001858,Android,12,Premium
DEV001859,Android,13,Mid-range
DEV001860,iOS,17.2,Mid-range
DEV001861,Android,12,Premium
DEV001862,iOS,16.5,Budget
DEV001863,Android,12,Budget
DEV001864,iOS,16.5,Mid-range
DEV001865,Android,12,Mid-range
DEV001866,Android,12,Budget
DEV001867,iOS,16.5,Budget
DEV001868,Android,12,Premium
DEV001869,Android,11,Premium
DEV001870,Android,12,Budget
DEV001871,Android,11,Mid-range
DEV001872,Android,14,Premium
DEV001873,Android,12,Budget
DEV001874,Android,12,Mid-range
DEV001875,iOS,17.2,Mid-range
DEV001876,Android,13,Premium
DEV001877,Android,13,Budget
DEV001878,Android,12,Budget
DEV001879,Android,11,Budget
DEV001880,Android,14,Mid-range
DEV001881,Android,13,Budget
DEV001882,Android,12,Budget
DEV001883,Android,13,Mid-range
DEV001884,Android,11,Mid-range
DEV001885,Android,12,Mid-range
DEV001886,Android,13,Mid-range
DEV001887,Android,13,Mid-range
DEV001888,Android,11,Premium
DEV001889,Android,11,Mid-range
DEV001890,Android,12,Budget
DEV001891,Android,14,Mid-range
DEV001892,Android,12,Mid-range
DEV001893,Android,12,Mid-range
DEV001894,Android,11,Budget
DEV001895,Android,14,Mid-range
DEV001896,iOS,17.2,Budget
DEV001897,Android,13,Premium
DEV001898,Android,14,Mid-range
DEV001899,Android,12,Premium
DEV001900,Android,13,Mid-range
DEV001901,Android,11,Budget
DEV001902,Android,13,Mid-range
DEV001903,iOS,16.5,Budget
DEV001904,Android,13,Premium
DEV001905,Android,12,Mid-range
DEV001906,Android,13,Mid-range
DEV001907,Android,11,Budget
DEV001908,Android,14,Budget
DEV001909,Android,11,Mid-range
DEV001910,iOS,16.5,Premium
DEV001911,iOS,16.5,Premium
DEV001912,Android,12,Mid-range
DEV001913,Android,12,Budget
DEV001914,Android,11,Mid-range
DEV001915,Android,12,Budget
DEV001916,Android,11,Mid-range
DEV001917,Android,11,Mid-range
DEV001918,iOS,16.5,Budget
DEV001919,Android,12,Mid-range
DEV001920,Android,12,Mid-range
DEV001921,Android,13,Budget
DEV001922,Android,12,Mid-range
DEV001923,Android,11,Budget
DEV001924,Android,11,Mid-range
DEV001925,Android,12,Mid-range
DEV001926,Android,11,Mid-range
DEV001927,iOS,16.5,Mid-range
DEV001928,Android,12,Budget
DEV001929,Android,13,Budget
DEV001930,Android,13,Mid-range
DEV001931,iOS,16.5,Budget
DEV001932,Android,12,Budget
DEV001933,iOS,16.5,Budget
DEV001934,Android,11,Budget
DEV001935,Android,12,Budget
DEV001936,Android,13,Mid-range
DEV001937,Android,13,Premium
DEV001938,Android,13,Mid-range
DEV001939,iOS,17.2,Mid-range
DEV001940,Android,14,Budget
DEV001941,Android,11,Mid-range
DEV001942,Android,13,Budget
DEV001943,Android,12,Mid-range
DEV001944,Android,12,Mid-range
DEV001945,Android,13,Mid-range
DEV001946,Android,14,Mid-range
DEV001947,Android,11,Mid-range
DEV001948,Android,12,Budget
DEV001949,iOS,16.5,Mid-range
DEV001950,iOS,17.2,Mid-range
DEV001951,Android,12,Budget
DEV001952,Android,11,Mid-range
DEV001953,Android,11,Budget
DEV001954,Android,11,Budget
DEV001955,iOS,16.5,Budget
DEV001956,Android,12,Mid-range
DEV001957,Android,11,Premium
DEV001958,Android,12,Mid-range
DEV001959,Android,12,Mid-range
DEV001960,Android,14,Budget
DEV001961,Android,12,Budget
DEV001962,Android,13,Budget
DEV001963,Android,13,Mid-range
DEV001964,Android,12,Budget
DEV001965,iOS,16.5,Mid-range
DEV001966,Android,12,Premium
DEV001967,Android,12,Mid-range
DEV001968,Android,13,Mid-range
DEV001969,Android,11,Budget
DEV001970,Android,11,Mid-range
DEV001971,Android,11,Budget
DEV001972,Android,12,Mid-range
DEV001973,Android,11,Budget
DEV001974,Android,14,Mid-range
DEV001975,Android,12,Mid-range
DEV001976,Android,11,Budget
DEV001977,Android,14,Budget
DEV001978,Android,11,Mid-range
DEV001979,Android,11,Mid-range
DEV001980,Android,11,Mid-range
DEV001981,Android,11,Budget
DEV001982,Android,11,Premium
DEV001983,Android,13,Mid-range
DEV001984,Android,11,Mid-range
DEV001985,Android,13,Budget
DEV001986,Android,11,Mid-range
DEV001987,iOS,17.2,Premium
DEV001988,Android,11,Mid-range
DEV001989,Android,13,Mid-range
DEV001990,Android,14,Budget
DEV001991,Android,13,Budget
DEV001992,Android,13,Budget
DEV001993,Android,12,Mid-range
DEV001994,Android,11,Budget
DEV001995,Android,11,Budget
DEV001996,iOS,16.5,Mid-range
DEV001997,Android,12,Budget
DEV001998,Android,11,Mid-range
DEV001999,Android,13,Budget
DEV002000,Android,14,Mid-range
DEV002001,Android,11,Mid-range
DEV002002,Android,11,Mid-range
DEV002003,Android,14,Premium
DEV002004,Android,14,Mid-range
DEV002005,Android,12,Budget
DEV002006,Android,11,Mid-range
DEV002007,Android,11,Mid-range
DEV002008,Android,14,Budget
DEV002009,Android,13,Mid-range
DEV002010,Android,14,Mid-range
DEV002011,Android,11,Budget
DEV002012,Android,12,Budget
DEV002013,iOS,16.5,Budget
DEV002014,iOS,16.5,Mid-range
DEV002015,Android,11,Mid-range
DEV002016,Android,14,Mid-range
DEV002017,Android,11,Budget
DEV002018,Android,13,Mid-range
DEV002019,Android,12,Budget
DEV002020,Android,11,Mid-range
DEV002021,Android,12,Premium
DEV002022,Android,12,Budget
DEV002023,Android,12,Mid-range
DEV002024,Android,14,Mid-range
DEV002025,Android,14,Mid-range
DEV002026,Android,12,Mid-range
DEV002027,Android,12,Budget
DEV002028,Android,12,Mid-range
DEV002029,Android,13,Premium
DEV002030,Android,13,Mid-range
DEV002031,Android,12,Mid-range
DEV002032,Android,11,Budget
DEV002033,Android,12,Budget
DEV002034,Android,13,Mid-range
DEV002035,Android,13,Budget
DEV002036,iOS,17.2,Budget
DEV002037,Android,11,Budget
DEV002038,iOS,16.5,Mid-range
DEV002039,Android,11,Budget
DEV002040,Android,11,Budget
DEV002041,Android,12,Premium
DEV002042,Android,13,Mid-range
DEV002043,Android,13,Mid-range
DEV002044,iOS,16.5,Mid-range
DEV002045,Android,13,Mid-range
DEV002046,Android,11,Mid-range
DEV002047,Android,14,Budget
DEV002048,Android,11,Mid-range
DEV002049,Android,12,Budget
DEV002050,Android,11,Budget
DEV002051,Android,11,Budget
DEV002052,Android,11,Premium
DEV002053,Android,14,Budget
DEV002054,Android,12,Mid-range
DEV002055,Android,12,Mid-range
DEV002056,Android,11,Budget
DEV002057,Android,12,Mid-range
DEV002058,iOS,16.5,Budget
DEV002059,iOS,17.2,Budget
DEV002060,Android,13,Budget
DEV002061,iOS,16.5,Mid-range
DEV002062,Android,12,Mid-range
DEV002063,Android,11,Budget
DEV002064,Android,12,Premium
DEV002065,Android,14,Premium
DEV002066,iOS,16.5,Mid-range
DEV002067,Android,13,Mid-range
DEV002068,iOS,17.2,Mid-range
DEV002069,Android,14,Mid-range
DEV002070,iOS,17.2,Mid-range
DEV002071,Android,12,Mid-range
DEV002072,Android,11,Budget
DEV002073,Android,11,Mid-range
DEV002074,iOS,17.2,Mid-range
DEV002075,Android,11,Budget
DEV002076,iOS,17.2,Mid-range
DEV002077,Android,11,Mid-range
DEV002078,Android,11,Budget
DEV002079,Android,13,Mid-range
DEV002080,Android,11,Premium
DEV002081,Android,12,Budget
DEV002082,iOS,16.5,Budget
DEV002083,iOS,16.5,Mid-range
DEV002084,iOS,16.5,Mid-range
DEV002085,Android,11,Mid-range
DEV002086,iOS,16.5,Budget
DEV002087,Android,11,Budget
DEV002088,Android,13,Budget
DEV002089,Android,11,Premium
DEV002090,Android,13,Mid-range
DEV002091,Android,13,Mid-range
DEV002092,Android,12,Budget
DEV002093,Android,12,Mid-range
DEV002094,Android,12,Premium
DEV002095,iOS,16.5,Premium
DEV002096,Android,12,Premium
DEV002097,iOS,16.5,Budget
DEV002098,Android,11,Mid-range
DEV002099,Android,11,Mid-range
DEV002100,Android,12,Mid-range
DEV002101,Android,12,Budget
DEV002102,Android,13,Budget
DEV002103,iOS,17.2,Mid-range
DEV002104,Android,12,Mid-range
DEV002105,Android,11,Budget
DEV002106,Android,13,Budget
DEV002107,Android,13,Budget
DEV002108,Android,12,Budget
DEV002109,Android,12,Mid-range
DEV002110,Android,12,Mid-range
DEV002111,Android,11,Mid-range
DEV002112,Android,12,Premium
DEV002113,Android,12,Budget
DEV002114,Android,11,Mid-range
DEV002115,Android,11,Budget
DEV002116,Android,12,Budget
DEV002117,Android,12,Budget
DEV002118,Android,11,Premium
DEV002119,Android,11,Mid-range
DEV002120,Android,11,Mid-range
DEV002121,iOS,17.2,Mid-range
DEV002122,Android,12,Mid-range
DEV002123,Android,14,Budget
DEV002124,Android,13,Mid-range
DEV002125,Android,12,Mid-range
DEV002126,Android,11,Mid-range
DEV002127,Android,12,Mid-range
DEV002128,Android,12,Budget
DEV002129,Android,12,Mid-range
DEV002130,iOS,16.5,Budget
DEV002131,Android,11,Budget
DEV002132,iOS,16.5,Premium
DEV002133,Android,11,Mid-range
DEV002134,Android,13,Budget
DEV002135,Android,14,Budget
DEV002136,Android,13,Mid-range
DEV002137,Android,13,Premium
DEV002138,Android,12,Budget
DEV002139,Android,13,Budget
DEV002140,Android,11,Mid-range
DEV002141,Android,12,Mid-range
DEV002142,Android,13,Mid-range
DEV002143,Android,11,Budget
DEV002144,Android,11,Budget
DEV002145,Android,12,Budget
DEV002146,Android,13,Budget
DEV002147,Android,12,Premium
DEV002148,Android,12,Mid-range
DEV002149,iOS,17.2,Mid-range
DEV002150,Android,11,Budget
DEV002151,Android,13,Mid-range
DEV002152,iOS,16.5,Mid-range
DEV002153,Android,11,Budget
DEV002154,Android,11,Budget
DEV002155,iOS,16.5,Mid-range
DEV002156,Android,11,Budget
DEV002157,Android,14,Budget
DEV002158,Android,12,Budget
DEV002159,Android,13,Premium
DEV002160,Android,12,Budget
DEV002161,Android,12,Mid-range
DEV002162,Android,11,Mid-range
DEV002163,Android,11,Mid-range
DEV002164,iOS,16.5,Budget
DEV002165,Android,12,Premium
DEV002166,Android,12,Budget
DEV002167,Android,12,Premium
DEV002168,Android,13,Budget
DEV002169,Android,13,Mid-range
DEV002170,Android,13,Mid-range
DEV002171,Android,12,Mid-range
DEV002172,Android,12,Budget
DEV002173,Android,12,Mid-range
DEV002174,Android,12,Budget
DEV002175,Android,12,Budget
DEV002176,Android,11,Mid-range
DEV002177,Android,14,Budget
DEV002178,Android,12,Budget
DEV002179,iOS,16.5,Premium
DEV002180,Android,12,Budget
DEV002181,Android,12,Budget
DEV002182,Android,11,Budget
DEV002183,Android,12,Mid-range
DEV002184,Android,13,Budget
DEV002185,Android,11,Mid-range
DEV002186,Android,12,Budget
DEV002187,Android,12,Mid-range
DEV002188,Android,11,Mid-range
DEV002189,iOS,16.5,Mid-range
DEV002190,Android,13,Budget
DEV002191,Android,13,Mid-range
DEV002192,Android,12,Premium
DEV002193,Android,11,Budget
DEV002194,Android,13,Mid-range
DEV002195,Android,12,Mid-range
DEV002196,Android,11,Budget
DEV002197,Android,11,Mid-range
DEV002198,Android,11,Budget
DEV002199,Android,12,Mid-range
DEV002200,Android,13,Budget
DEV002201,Android,11,Mid-range
DEV002202,Android,12,Budget
DEV002203,Android,14,Premium
DEV002204,Android,12,Mid-range
DEV002205,Android,12,Mid-range
DEV002206,iOS,17.2,Budget
DEV002207,Android,14,Budget
DEV002208,Android,12,Budget
DEV002209,Android,14,Mid-range
DEV002210,Android,14,Budget
DEV002211,Android,14,Budget
DEV002212,Android,14,Mid-range
DEV002213,Android,13,Budget
DEV002214,Android,12,Mid-range
DEV002215,Android,12,Premium
DEV002216,Android,12,Mid-range
DEV002217,Android,12,Budget
DEV002218,Android,13,Budget
DEV002219,iOS,16.5,Mid-range
DEV002220,Android,12,Mid-range
DEV002221,Android,11,Premium
DEV002222,iOS,16.5,Budget
DEV002223,Android,11,Mid-range
DEV002224,Android,12,Budget
DEV002225,Android,12,Budget
DEV002226,Android,14,Budget
DEV002227,Android,11,Mid-range
DEV002228,Android,12,Mid-range
DEV002229,Android,12,Budget
DEV002230,Android,11,Budget
DEV002231,Android,13,Premium
DEV002232,iOS,17.2,Mid-range
DEV002233,Android,11,Mid-range
DEV002234,Android,13,Mid-range
DEV002235,Android,11,Budget
DEV002236,iOS,17.2,Mid-range
DEV002237,Android,14,Mid-range
DEV002238,Android,12,Budget
DEV002239,Android,13,Budget
DEV002240,Android,11,Premium
DEV002241,Android,12,Mid-range
DEV002242,Android,12,Mid-range
DEV002243,Android,11,Budget
DEV002244,Android,12,Mid-range
DEV002245,Android,12,Mid-range
DEV002246,iOS,16.5,Mid-range
DEV002247,Android,11,Budget
DEV002248,Android,12,Budget
DEV002249,Android,12,Budget
DEV002250,Android,13,Budget
DEV002251,Android,11,Budget
DEV002252,iOS,16.5,Mid-range
DEV002253,Android,11,Mid-range
DEV002254,Android,13,Mid-range
DEV002255,Android,12,Mid-range
DEV002256,Android,12,Mid-range
DEV002257,Android,13,Budget
DEV002258,Android,13,Budget
DEV002259,Android,12,Budget
DEV002260,Android,14,Budget
DEV002261,iOS,16.5,Budget
DEV002262,Android,12,Budget
DEV002263,Android,13,Mid-range
DEV002264,Android,13,Mid-range
DEV002265,Android,13,Budget
DEV002266,Android,12,Mid-range
DEV002267,Android,11,Premium
DEV002268,Android,11,Mid-range
DEV002269,iOS,16.5,Budget
DEV002270,Android,14,Budget
DEV002271,Android,13,Premium
DEV002272,Android,12,Budget
DEV002273,Android,13,Mid-range
DEV002274,Android,12,Budget
DEV002275,Android,11,Budget
DEV002276,iOS,16.5,Premium
DEV002277,Android,11,Mid-range
DEV002278,Android,12,Budget
DEV002279,Android,12,Budget
DEV002280,Android,13,Budget
DEV002281,Android,13,Mid-range
DEV002282,Android,11,Mid-range
DEV002283,Android,12,Mid-range
DEV002284,Android,13,Premium
DEV002285,Android,11,Budget
DEV002286,Android,12,Budget
DEV002287,Android,11,Premium
DEV002288,Android,12,Budget
DEV002289,Android,12,Premium
DEV002290,Android,12,Budget
DEV002291,Android,14,Mid-range
DEV002292,Android,13,Mid-range
DEV002293,Android,13,Budget
DEV002294,Android,14,Premium
DEV002295,Android,12,Premium
DEV002296,Android,12,Budget
DEV002297,Android,13,Premium
DEV002298,Android,13,Mid-range
DEV002299,iOS,17.2,Budget
DEV002300,Android,12,Budget
DEV002301,iOS,16.5,Budget
DEV002302,Android,14,Mid-range
DEV002303,Android,12,Mid-range
DEV002304,Android,13,Premium
DEV002305,Android,11,Budget
DEV002306,Android,12,Budget
DEV002307,Android,12,Mid-range
DEV002308,Android,11,Mid-range
DEV002309,Android,11,Budget
DEV002310,iOS,16.5,Mid-range
DEV002311,Android,13,Mid-range
DEV002312,Android,11,Mid-range
DEV002313,Android,13,Mid-range
DEV002314,iOS,16.5,Mid-range
DEV002315,Android,12,Mid-range
DEV002316,Android,13,Budget
DEV002317,Android,11,Mid-range
DEV002318,Android,12,Mid-range
DEV002319,Android,12,Premium
DEV002320,iOS,16.5,Budget
DEV002321,Android,13,Mid-range
DEV002322,Android,11,Mid-range
DEV002323,Android,12,Budget
DEV002324,Android,11,Mid-range
DEV002325,Android,11,Mid-range
DEV002326,Android,11,Budget
DEV002327,Android,13,Budget
DEV002328,Android,12,Mid-range
DEV002329,Android,12,Budget
DEV002330,Android,12,Budget
DEV002331,Android,11,Budget
DEV002332,Android,13,Budget
DEV002333,Android,12,Budget
DEV002334,Android,12,Mid-range
DEV002335,Android,11,Budget
DEV002336,Android,13,Mid-range
DEV002337,Android,13,Budget
DEV002338,Android,13,Mid-range
DEV002339,Android,11,Budget
DEV002340,Android,14,Budget
DEV002341,iOS,16.5,Budget
DEV002342,Android,13,Mid-range
DEV002343,Android,12,Budget
DEV002344,Android,13,Budget
DEV002345,Android,12,Premium
DEV002346,Android,13,Premium
DEV002347,Android,12,Budget
DEV002348,Android,11,Mid-range
DEV002349,Android,11,Budget
DEV002350,Android,14,Premium
DEV002351,Android,11,Budget
DEV002352,iOS,16.5,Premium
DEV002353,iOS,16.5,Mid-range
DEV002354,Android,11,Mid-range
DEV002355,Android,11,Mid-range
DEV002356,Android,11,Budget
DEV002357,Android,12,Budget
DEV002358,Android,12,Budget
DEV002359,Android,12,Mid-range
DEV002360,Android,11,Mid-range
DEV002361,Android,11,Mid-range
DEV002362,Android,13,Budget
DEV002363,Android,11,Budget
DEV002364,Android,14,Mid-range
DEV002365,Android,11,Mid-range
DEV002366,Android,11,Budget
DEV002367,Android,12,Premium
DEV002368,Android,13,Premium
DEV002369,Android,11,Premium
DEV002370,Android,13,Budget
DEV002371,Android,12,Premium
DEV002372,Android,11,Budget
DEV002373,iOS,16.5,Mid-range
DEV002374,Android,11,Mid-range
DEV002375,Android,12,Premium
DEV002376,Android,11,Budget
DEV002377,Android,12,Budget
DEV002378,Android,12,Budget
DEV002379,Android,12,Budget
DEV002380,Android,13,Budget
DEV002381,iOS,17.2,Mid-range
DEV002382,Android,14,Mid-range
DEV002383,iOS,16.5,Premium
DEV002384,Android,14,Budget
DEV002385,Android,13,Budget
DEV002386,Android,11,Premium
DEV002387,Android,13,Budget
DEV002388,Android,12,Premium
DEV002389,Android,13,Mid-range
DEV002390,Android,11,Budget
DEV002391,Android,11,Premium
DEV002392,iOS,16.5,Budget
DEV002393,Android,12,Budget
DEV002394,Android,11,Mid-range
DEV002395,Android,14,Premium
DEV002396,Android,12,Mid-range
DEV002397,Android,12,Budget
DEV002398,iOS,17.2,Premium
DEV002399,Android,11,Premium
DEV002400,iOS,16.5,Budget
DEV002401,Android,13,Premium
DEV002402,Android,11,Budget
DEV002403,iOS,16.5,Mid-range
DEV002404,Android,14,Premium
DEV002405,Android,12,Mid-range
DEV002406,Android,12,Premium
DEV002407,iOS,16.5,Premium
DEV002408,Android,12,Mid-range
DEV002409,Android,11,Budget
DEV002410,Android,14,Mid-range
DEV002411,Android,12,Mid-range
DEV002412,Android,11,Budget
DEV002413,Android,13,Budget
DEV002414,Android,13,Mid-range
DEV002415,Android,12,Mid-range
DEV002416,Android,13,Budget
DEV002417,iOS,16.5,Mid-range
DEV002418,Android,11,Budget
DEV002419,Android,11,Mid-range
DEV002420,Android,11,Budget
DEV002421,Android,12,Mid-range
DEV002422,iOS,17.2,Mid-range
DEV002423,Android,11,Premium
DEV002424,iOS,17.2,Premium
DEV002425,Android,12,Budget
DEV002426,Android,12,Budget
DEV002427,Android,12,Budget
DEV002428,Android,13,Budget
DEV002429,Android,12,Mid-range
DEV002430,Android,13,Mid-range
DEV002431,Android,12,Premium
DEV002432,Android,14,Mid-range
DEV002433,Android,12,Mid-range
DEV002434,Android,11,Premium
DEV002435,Android,12,Budget
DEV002436,Android,13,Mid-range
DEV002437,Android,12,Mid-range
DEV002438,Android,11,Budget
DEV002439,Android,12,Budget
DEV002440,Android,14,Mid-range
DEV002441,Android,12,Mid-range
DEV002442,Android,11,Mid-range
DEV002443,Android,11,Mid-range
DEV002444,Android,12,Mid-range
DEV002445,Android,11,Mid-range
DEV002446,iOS,16.5,Mid-range
DEV002447,Android,11,Mid-range
DEV002448,Android,12,Budget
DEV002449,Android,13,Mid-range
DEV002450,Android,11,Mid-range
DEV002451,Android,12,Mid-range
DEV002452,iOS,16.5,Mid-range
DEV002453,Android,13,Budget
DEV002454,Android,11,Mid-range
DEV002455,Android,12,Mid-range
DEV002456,Android,12,Mid-range
DEV002457,Android,12,Premium
DEV002458,Android,12,Budget
DEV002459,Android,14,Premium
DEV002460,Android,13,Mid-range
DEV002461,Android,11,Premium
DEV002462,Android,11,Mid-range
DEV002463,Android,12,Budget
DEV002464,Android,14,Mid-range
DEV002465,Android,13,Budget
DEV002466,Android,11,Budget
DEV002467,Android,13,Budget
DEV002468,Android,12,Premium
DEV002469,Android,12,Budget
DEV002470,iOS,16.5,Budget
DEV002471,Android,13,Mid-range
DEV002472,Android,12,Budget
DEV002473,Android,13,Budget
DEV002474,Android,12,Mid-range
DEV002475,Android,13,Mid-range
DEV002476,Android,11,Budget
DEV002477,Android,13,Budget
DEV002478,iOS,16.5,Mid-range
DEV002479,Android,14,Budget
DEV002480,iOS,16.5,Budget
DEV002481,Android,12,Budget
DEV002482,Android,13,Mid-range
DEV002483,Android,13,Mid-range
DEV002484,Android,14,Budget
DEV002485,Android,12,Mid-range
DEV002486,iOS,16.5,Budget
DEV002487,Android,12,Budget
DEV002488,Android,12,Budget
DEV002489,Android,12,Mid-range
DEV002490,Android,12,Budget
DEV002491,Android,13,Budget
DEV002492,Android,12,Mid-range
DEV002493,Android,13,Mid-range
DEV002494,Android,11,Mid-range
DEV002495,Android,13,Premium
DEV002496,Android,12,Mid-range
DEV002497,iOS,16.5,Premium
DEV002498,Android,12,Mid-range
DEV002499,Android,12,Mid-range
DEV002500,iOS,17.2,Budget
DEV002501,Android,11,Mid-range
DEV002502,Android,12,Mid-range
DEV002503,Android,12,Budget
DEV002504,Android,13,Mid-range
DEV002505,iOS,17.2,Budget
DEV002506,Android,11,Mid-range
DEV002507,Android,11,Mid-range
DEV002508,Android,14,Premium
DEV002509,Android,12,Budget
DEV002510,Android,13,Mid-range
DEV002511,Android,11,Budget
DEV002512,Android,12,Mid-range
DEV002513,Android,12,Mid-range
DEV002514,Android,12,Budget
DEV002515,Android,13,Budget
DEV002516,Android,13,Mid-range
DEV002517,Android,11,Budget
DEV002518,Android,12,Budget
DEV002519,Android,13,Premium
DEV002520,Android,14,Mid-range
DEV002521,Android,12,Mid-range
DEV002522,iOS,16.5,Mid-range
DEV002523,Android,12,Mid-range
DEV002524,Android,12,Mid-range
DEV002525,Android,14,Budget
DEV002526,Android,13,Budget
DEV002527,Android,12,Budget
DEV002528,Android,13,Mid-range
DEV002529,iOS,16.5,Budget
DEV002530,iOS,17.2,Budget
DEV002531,Android,11,Premium
DEV002532,Android,13,Mid-range
DEV002533,Android,13,Budget
DEV002534,Android,13,Premium
DEV002535,Android,14,Mid-range
DEV002536,Android,12,Budget
DEV002537,Android,12,Mid-range
DEV002538,Android,11,Mid-range
DEV002539,iOS,17.2,Budget
DEV002540,Android,12,Budget
DEV002541,Android,14,Mid-range
DEV002542,iOS,16.5,Mid-range
DEV002543,Android,11,Mid-range
DEV002544,Android,12,Budget
DEV002545,iOS,16.5,Mid-range
DEV002546,Android,12,Mid-range
DEV002547,Android,11,Premium
DEV002548,Android,14,Premium
DEV002549,Android,13,Budget
DEV002550,Android,13,Mid-range
DEV002551,Android,13,Mid-range
DEV002552,Android,11,Premium
DEV002553,Android,13,Mid-range
DEV002554,Android,11,Mid-range
DEV002555,Android,11,Mid-range
DEV002556,Android,13,Budget
DEV002557,Android,13,Budget
DEV002558,iOS,16.5,Budget
DEV002559,Android,11,Budget
DEV002560,Android,12,Mid-range
DEV002561,Android,11,Budget
DEV002562,Android,12,Budget
DEV002563,Android,13,Mid-range
DEV002564,Android,11,Budget
DEV002565,Android,12,Budget
DEV002566,Android,13,Budget
DEV002567,Android,11,Budget
DEV002568,Android,13,Budget
DEV002569,Android,12,Budget
